,Run_0_CV_0,Run_0_CV_1,Run_0_CV_2,Run_0_CV_3,Run_0_CV_4,Run_1_CV_0,Run_1_CV_1,Run_1_CV_2,Run_1_CV_3,Run_1_CV_4,Run_2_CV_0,Run_2_CV_1,Run_2_CV_2,Run_2_CV_3,Run_2_CV_4,Run_3_CV_0,Run_3_CV_1,Run_3_CV_2,Run_3_CV_3,Run_3_CV_4,Run_4_CV_0,Run_4_CV_1,Run_4_CV_2,Run_4_CV_3,Run_4_CV_4
OTU_B_40226,0.017772772108691253,0.016945191794204048,0.012827254383280457,0.017843914544225556,0.018930985340202315,0.017948384155104923,0.019244529006962437,0.018349178635401354,0.01367464680835585,0.015803276271942782,0.014002123219492797,0.017269625580006262,0.02688908031570089,0.015078033040085892,0.014186261223859973,0.016123663709343424,0.016231738622429406,0.012705570197521802,0.021197320756605055,0.02058236574041179,0.015619359072348996,0.014771426311039481,0.019128079777201844,0.017275071079514853,0.017180514210980782
OTU_B_67783,0.010199199241058865,0.009376370987808084,0.0106931797781305,0.008989563002885307,0.009811101591730674,0.010476173032644018,0.00995816728850077,0.00767402192495016,0.013483602976797742,0.008340853975223834,0.009804597215257196,0.007636223114614936,0.010381503402392826,0.009249827858722637,0.011327854312187963,0.011399093687311485,0.007875645879891407,0.012118367534488778,0.008225304856827756,0.011953944303857194,0.01023226805503543,0.013254937451026218,0.007048558466772953,0.010140895159234662,0.008433772813484244
OTU_B_78969,0.015206561523714624,0.027063728754007792,0.038293770591678274,0.027845704679334084,0.032011390629400144,0.027146613352820884,0.01901721046331451,0.024533251699726713,0.04150884672087956,0.03157176113437663,0.03805728511509437,0.02835324464354222,0.021563730190658895,0.031183473557296112,0.020101360156765353,0.03207806537937112,0.028782233801842035,0.02361433151440324,0.029513432004733286,0.023169706618420053,0.025765901723057323,0.029807014459071843,0.02499162070208515,0.020476955903382457,0.02788925667450062
OTU_B_64987,0.01644283471615741,0.010702559569739615,0.01322378479166466,0.012896168046556526,0.011046582888465339,0.0096344815568828,0.0072570429834594476,0.011384893325715097,0.01531792602649809,0.012102263086920736,0.008960418039852154,0.021043980257889217,0.009051887806372139,0.009386540909703202,0.016143292177833692,0.011614631349656943,0.012018744745780205,0.018478187361719668,0.014663115828287887,0.010254535022250757,0.007194779154152097,0.020391127426490414,0.012359321278262315,0.014095749774269034,0.010144949965710668
OTU_B_86805,0.04421360106367003,0.03882240737539543,0.05046548329310037,0.03936674454470346,0.044679801635278314,0.04342705165612036,0.03642479218507935,0.041100543788639324,0.05158469086242235,0.046495925298815466,0.04566420372468855,0.04945895809261439,0.03386674056945451,0.03392543392012818,0.05850466984257789,0.041561998067553174,0.042731571528712174,0.036458220301341895,0.034889315454936676,0.04602482449993238,0.034395008477179585,0.05016936996407856,0.03871609644902674,0.046435951617990655,0.0461993092618536
OTU_B_17455,0.016527063048411957,0.014314692881331713,0.01565125180598617,0.013813709337604932,0.008972556370850362,0.013867235888800119,0.013047766497247634,0.012706444716357993,0.01057276128693555,0.012189324682057478,0.011260972899582063,0.01139296502732224,0.01354616568825882,0.011634039377766048,0.008720875213084218,0.015915397514973974,0.013026227488352356,0.011060059354042723,0.01158083833888179,0.011800462646913638,0.01737929442030268,0.008934550617949878,0.010265494686146726,0.013571953385591294,0.015896283551585535
OTU_B_38079,0.006039223408244496,0.005831628906758814,0.005060935637250071,0.00481834993041537,0.006324782363514148,0.004881608892512998,0.0035669660136021346,0.0037850473153329847,0.004390657683819894,0.00623331923329493,0.004592021682837321,0.005561013357813744,0.008187886681994407,0.005505519262249446,0.0054559926837232575,0.006066040209787437,0.004421854914236444,0.005699331534582749,0.004870688874815958,0.004871105573952723,0.004664733902864999,0.004548797788969972,0.0041780879127242205,0.004280738549673194,0.006727995271340269
OTU_B_42446,0.0043332302788085825,0.004882210753899602,0.00495489943485846,0.0049712659516258,0.006183998692508186,0.006175043156124158,0.006690166954369172,0.00665130400272432,0.005904431464106306,0.005004277541988099,0.005750818211409717,0.0066934716300152556,0.0078472246851268,0.005657939691879903,0.007830996378596123,0.007166089107078498,0.004423860078252775,0.0049945387400531175,0.0061727423988059025,0.006142711096931687,0.007114881147398553,0.006534949040091776,0.008371845148323714,0.005134887667812376,0.005581787042420124
OTU_B_123159,0.0026092561156289018,0.002655896597764578,0.0024015632990771873,0.0035335382042547135,0.002794540935084121,0.0025574109620206545,0.0035223183475839104,0.002356546347013027,0.0026984693298798376,0.003135514163866404,0.0027642643582106606,0.0024784923338045488,0.0033318592233512146,0.0036810171207229455,0.002137066740362903,0.002902777480478704,0.002530991012529007,0.0034225547810662403,0.0031673033979962954,0.0027597291380517712,0.0022173469594869728,0.003576985566097715,0.0025074698926329545,0.002456940026126459,0.0029708495463010866
OTU_B_15904,0.026458932166122294,0.018683739729861114,0.02334702541110191,0.030139016331482707,0.022483218728439534,0.019924808446189858,0.020323546808578754,0.03827934423765653,0.028378374579918528,0.02297924403218659,0.019192136397105243,0.03623778337531166,0.03098731441785284,0.025145122373016197,0.015888612289577338,0.03457118595010447,0.03373510351533129,0.023277361323873116,0.017088863303183877,0.019321147685556626,0.02586414545857121,0.039457442526327303,0.02281344055912091,0.025723478192903163,0.023609766462517574
OTU_B_13461,0.02543915611239782,0.02626526010430756,0.020220025917417235,0.03411871821046415,0.025006435244801246,0.025687505753314428,0.02308162908595823,0.024071277790486217,0.029751736119186696,0.02751938839982411,0.04134063931080461,0.02327970441295821,0.02743229410438141,0.027073129669262095,0.020760706355262847,0.024726251758703324,0.030300235546133186,0.027654316039769915,0.026033320028909946,0.019340922399840355,0.03226680414885941,0.02465585227457768,0.026430474926958734,0.02780929400110317,0.032129861778948145
OTU_B_140508,0.01114618183401795,0.00660047445549944,0.006839298603277295,0.008610535064759792,0.010204693999310592,0.011778327262989904,0.009195487449223843,0.007768857717266731,0.007280188729479006,0.004907557505725555,0.007542759167845392,0.006862693872993438,0.010694275942176062,0.013715790019875869,0.008052620178151806,0.009506507974266642,0.008894934797950331,0.008569959553043656,0.008335098368217046,0.008555292082024431,0.010137758057117517,0.006404051204923163,0.005127678416890064,0.00996526030830896,0.0084886608330323
OTU_B_553579,0.009645444995692809,0.0061090577131888155,0.011878181035073983,0.006046426172957686,0.005938762822339532,0.006672157970955079,0.007897457024260384,0.005413239028275389,0.0068687628917977715,0.006761597794856583,0.008013586313278111,0.010000639003704343,0.004477953429264419,0.005238816885891078,0.006748661151160308,0.0035095928885504435,0.007304813087945965,0.009230836470699893,0.008758206837438685,0.0076252100537571275,0.006506688902034999,0.005004113154791611,0.004897177442952813,0.004227813199833403,0.008277530100153462
OTU_B_54523,0.007280308422751545,0.006948799233959031,0.008000291231222246,0.009591439359684756,0.0076914856564896045,0.012287026234225073,0.007491938244738846,0.008930505213523322,0.007154665021167692,0.009828921830974658,0.006769816007779995,0.008424447650067484,0.00837902626961937,0.009331222829130877,0.006757360254345137,0.009808143522996271,0.01153885028240004,0.006471014178838618,0.007654211827496748,0.00814676584344714,0.009193583541789943,0.006984146585411783,0.009379085524073435,0.007908734955202522,0.007020146039664624
OTU_B_54487,0.008753161535037392,0.011706980495161518,0.01008118651593751,0.00789227011241961,0.010575744965528865,0.0073636357030047095,0.01422586834613319,0.009816686942123006,0.012617527025848592,0.010265101167161445,0.010208781896434437,0.009664767266893179,0.01210292253011038,0.01251648545699266,0.010493456428332042,0.01262330659527929,0.00979666768084624,0.011674227492856432,0.010955812908704635,0.009850002822378245,0.009556789861586097,0.011005606193369013,0.012308200262380787,0.010916094432829333,0.010458423408377432
OTU_B_40108,0.029613009511493555,0.029617324022942846,0.018224300934356136,0.030556604505971058,0.01290987846642006,0.017767369863130843,0.030551464985335397,0.026571106358228756,0.015225481606493502,0.033288676352259655,0.023025994016214267,0.02468202955952533,0.026580025870792938,0.03099259358411114,0.011029119929413675,0.01610867615782482,0.01680298066317689,0.0274782430427054,0.03585331546502399,0.02372493768040088,0.027930142773889527,0.025681665059689995,0.021395271022716152,0.01765500171496868,0.021352145895066985
OTU_B_26418,0.0047947889674771205,0.005922999741816913,0.005842580791195061,0.005218305200017109,0.004589400239725004,0.006942548787944961,0.00475319199711312,0.0031996360611374138,0.0034129895811521056,0.004252028563426483,0.004208440137825149,0.006892306203184886,0.005290139534791445,0.004410556027747397,0.005050959993923772,0.003600962478845893,0.0043528946141840105,0.00907928500388166,0.0039581732255458075,0.0040732451900623405,0.003797372343070561,0.006826684326113151,0.003239002035425989,0.004114416938266657,0.004959654794287668
